G_buenoi,68,0.123188,183,en-PA,FBpp0087198,FBgn0000577,GBUE021126-PA
G_buenoi,65,0.117754,184,en-PA,FBpp0087198,FBgn0000577,GBUE009238-PA
G_buenoi,82,0.148551,186,en-PA,FBpp0087198,FBgn0000577,GBUE011537-PA
G_buenoi,264,0.478261,186,en-PA,FBpp0087198,FBgn0000577,GBUE021017-PA
G_buenoi,198,0.358696,193,en-PA,FBpp0087198,FBgn0000577,GBUE020981-PA
G_buenoi,65,0.117754,195,en-PA,FBpp0087198,FBgn0000577,GBUE007923-PA
G_buenoi,73,0.132246,195,en-PA,FBpp0087198,FBgn0000577,GBUE009815-PA
G_buenoi,90,0.163043,200,en-PA,FBpp0087198,FBgn0000577,GBUE005026-PA
G_buenoi,57,0.103261,259,en-PA,FBpp0087198,FBgn0000577,GBUE005133-PA
G_buenoi,75,0.135870,284,en-PA,FBpp0087198,FBgn0000577,GBUE005134-PA
