M_extradentata,339,0.248352,254,salm-PA,FBpp0088852,FBgn0261648,Medex_00089318-RA
M_extradentata,457,0.334799,256,salm-PA,FBpp0088852,FBgn0261648,Medex_00015926-RA
M_extradentata,148,0.108425,256,salm-PA,FBpp0088852,FBgn0261648,Medex_00039283-RA
M_extradentata,457,0.334799,258,salm-PA,FBpp0088852,FBgn0261648,Medex_00015926-RA
M_extradentata,510,0.373626,259,salm-PA,FBpp0088852,FBgn0261648,Medex_00049848-RA
M_extradentata,516,0.378022,259,salm-PA,FBpp0088852,FBgn0261648,Medex_00049848-RA
M_extradentata,382,0.279853,263,salm-PA,FBpp0088852,FBgn0261648,Medex_00025493-RA
M_extradentata,551,0.403663,284,salm-PA,FBpp0088852,FBgn0261648,Medex_00021694-RA
M_extradentata,723,0.529670,288,salm-PA,FBpp0088852,FBgn0261648,Medex_00049848-RA
M_extradentata,1016,0.744322,1410,salm-PA,FBpp0088852,FBgn0261648,Medex_00049848-RA
