C_lectularius,438,0.426485,498,Iswi-PA,FBpp0086954,FBgn0011604,CLEC000354-PA
C_lectularius,346,0.336904,502,Iswi-PA,FBpp0086954,FBgn0011604,CLEC007813-PA
C_lectularius,492,0.479065,640,Iswi-PA,FBpp0086954,FBgn0011604,CLEC000470-PA
C_lectularius,444,0.432327,672,Iswi-PA,FBpp0086954,FBgn0011604,CLEC000535-PA
C_lectularius,347,0.337877,745,Iswi-PA,FBpp0086954,FBgn0011604,CLEC003641-PA
C_lectularius,442,0.430380,1024,Iswi-PA,FBpp0086954,FBgn0011604,CLEC000944-PA
C_lectularius,568,0.553067,1063,Iswi-PA,FBpp0086954,FBgn0011604,CLEC005212-PA
C_lectularius,819,0.797468,1139,Iswi-PA,FBpp0086954,FBgn0011604,CLEC012646-PA
C_lectularius,570,0.555015,1230,Iswi-PA,FBpp0086954,FBgn0011604,CLEC012192-PA
C_lectularius,1026,0.999026,4224,Iswi-PA,FBpp0086954,FBgn0011604,CLEC009664-PA
