M_extradentata,178,0.544343,177,Dll-PA,FBpp0072286,FBgn0000157,Medex_00043961-RA
M_extradentata,69,0.211009,177,Dll-PA,FBpp0072286,FBgn0000157,Medex_00101034-RA
M_extradentata,104,0.318043,193,Dll-PA,FBpp0072286,FBgn0000157,Medex_00061069-RA
M_extradentata,70,0.214067,195,Dll-PA,FBpp0072286,FBgn0000157,Medex_00067064-RA
M_extradentata,67,0.204893,195,Dll-PA,FBpp0072286,FBgn0000157,Medex_00090185-RA
M_extradentata,111,0.339450,198,Dll-PA,FBpp0072286,FBgn0000157,Medex_00096568-RA
M_extradentata,86,0.262997,200,Dll-PA,FBpp0072286,FBgn0000157,Medex_00079665-RA
M_extradentata,99,0.302752,208,Dll-PA,FBpp0072286,FBgn0000157,Medex_00091090-RA
M_extradentata,158,0.483180,225,Dll-PA,FBpp0072286,FBgn0000157,Medex_00089546-RA
M_extradentata,144,0.440367,230,Dll-PA,FBpp0072286,FBgn0000157,Medex_00100153-RA
