C_hookeri,91,0.640845,129,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold1420-size502615-augustus-gene-1.2-mRNA-1
C_hookeri,85,0.598592,129,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold2470-size348950-augustus-gene-0.2-mRNA-1
C_hookeri,93,0.654930,130,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold5131-size174542-augustus-gene-0.3-mRNA-1
C_hookeri,125,0.880282,131,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold1420-size502615-augustus-gene-1.2-mRNA-1
C_hookeri,99,0.697183,133,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold2833-size313339-augustus-gene-0.3-mRNA-1
C_hookeri,100,0.704225,136,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold5131-size174542-augustus-gene-0.3-mRNA-1
C_hookeri,78,0.549296,136,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold5131-size174542-augustus-gene-0.3-mRNA-1
C_hookeri,93,0.654930,149,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold1990-size407029-augustus-gene-1.2-mRNA-1
C_hookeri,98,0.690141,150,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold1990-size407029-augustus-gene-1.2-mRNA-1
C_hookeri,128,0.901408,151,sala-PA,FBpp0079824,FBgn0003313,maker-scaffold1420-size502615-augustus-gene-1.2-mRNA-1
