G_buenoi,529,0.623086,274,EcR-PA,FBpp0085349,FBgn0000546,GBUE013140-PA
G_buenoi,94,0.110718,277,EcR-PA,FBpp0085349,FBgn0000546,GBUE021241-PA
G_buenoi,86,0.101296,284,EcR-PA,FBpp0085349,FBgn0000546,GBUE020953-PA
G_buenoi,317,0.373380,286,EcR-PA,FBpp0085349,FBgn0000546,GBUE021207-PA
G_buenoi,370,0.435807,293,EcR-PA,FBpp0085349,FBgn0000546,GBUE021048-PA
G_buenoi,390,0.459364,313,EcR-PA,FBpp0085349,FBgn0000546,GBUE000604-PA
G_buenoi,375,0.441696,332,EcR-PA,FBpp0085349,FBgn0000546,GBUE021057-PA
G_buenoi,408,0.480565,347,EcR-PA,FBpp0085349,FBgn0000546,GBUE021020-PA
G_buenoi,346,0.407538,1116,EcR-PA,FBpp0085349,FBgn0000546,GBUE004915-PB
G_buenoi,388,0.457008,1184,EcR-PA,FBpp0085349,FBgn0000546,GBUE004915-PA
