C_lectularius,223,0.476496,260,wg-PA,FBpp0079060,FBgn0284084,CLEC005627-PA
C_lectularius,110,0.235043,281,wg-PA,FBpp0079060,FBgn0284084,CLEC005630-PA
C_lectularius,90,0.192308,321,wg-PA,FBpp0079060,FBgn0284084,CLEC005626-PA
C_lectularius,149,0.318376,337,wg-PA,FBpp0079060,FBgn0284084,CLEC012136-PA
C_lectularius,114,0.243590,344,wg-PA,FBpp0079060,FBgn0284084,CLEC012026-PA
C_lectularius,97,0.207265,346,wg-PA,FBpp0079060,FBgn0284084,CLEC012013-PA
C_lectularius,201,0.429487,440,wg-PA,FBpp0079060,FBgn0284084,CLEC013444-PA
C_lectularius,215,0.459402,484,wg-PA,FBpp0079060,FBgn0284084,CLEC012013-PA
C_lectularius,271,0.579060,585,wg-PA,FBpp0079060,FBgn0284084,CLEC012026-PA
C_lectularius,358,0.764957,893,wg-PA,FBpp0079060,FBgn0284084,CLEC005627-PA
